Date,Exchange,Company Name,Number of Shares,Price,Status,Symbol,Number of Shares
2013-08-13,American Stock Exchange,"INDEPENDENCE REALTY TRUST, INC.",4000000.0,8.50,priced,IRT,34000000.0
2013-08-13,New York Stock Exchange,ISHARES COMMODITY OPTIMIZED TRUST,20000000.0,51.15,priced,CMDT,1023000000.0
2013-08-12,,VOTORANTIM CIMENTOS S.A.,,,withdrawn,,
2013-08-12,,ACEWAY CORP.,,,filed,,60000.0
2013-08-12,,X-TREME INVESTMENTS INC.,,,filed,,100000.0
2013-08-09,New York Stock Exchange,MIX TELEMATICS LTD,6296098.0,16.00,priced,MIXT,100737568.0
2013-08-09,New York Stock Exchange,CVENT INC,5600000.0,21.00,priced,CVT,117600000.0
2013-08-09,Nasdaq National Market,"BMC STOCK HOLDINGS, INC.",7000000.0,14.00,priced,STCK,98000000.0
2013-08-09,New York Stock Exchange,"WORLD POINT TERMINALS, LP",8750000.0,20.00,priced,WPT,175000000.0
2013-08-09,Nasdaq SmallCap Market,"JASON INDUSTRIES, INC.",15000000.0,10.00,priced,QPACU,150000000.0
2013-08-09,New York Stock Exchange,ANDEAVOR MIDSTREAM PARTNERS LP,20000000.0,21.00,priced,QEPM,420000000.0
2013-08-09,New York Stock Exchange,FRANK'S INTERNATIONAL N.V.,30000000.0,22.00,priced,FI,660000000.0
2013-08-08,Nasdaq National Market,FOX FACTORY HOLDING CORP,8571429.0,15.00,priced,FOXF,128571435.0
2013-08-08,New York Stock Exchange,"PRECIGEN, INC.",9999999.0,16.00,priced,XON,159999984.0
2013-08-07,,"EXPONENTIAL INTERACTIVE, INC.",,,withdrawn,,
2013-08-07,New York Stock Exchange,YUME INC,5125000.0,9.00,priced,YUME,46125000.0
2013-08-07,,PULSE EVOLUTION CORP,,,filed,,50000.04
2013-08-07,,NATIONAL GENERAL HOLDINGS CORP.,,,filed,NGHC,278992950.0
2013-08-06,,ARGAN BEAUTY CORP.,,,filed,,80000.0
2013-08-06,,"LF GEORGE HOLDINGS, INC.",,,filed,,1286000.0
2013-08-02,Nasdaq National Market,CONTROL4 CORP,4000000.0,16.00,priced,CTRL,64000000.0
2013-08-02,Nasdaq National Market,MARRONE BIO INNOVATIONS INC,4750000.0,12.00,priced,MBII,57000000.0
2013-08-02,New York Stock Exchange,ATHLON ENERGY INC.,15789474.0,20.00,priced,ATHL,315789480.0
2013-08-01,,"ANDY BUSINESS CONGLOMERATE, USA",,,withdrawn,,
2013-08-01,New York Stock Exchange,AMERICAN HOMES 4 RENT,44117647.0,16.00,priced,AMH,705882352.0
2013-08-01,New York Stock Exchange,ARDMORE SHIPPING CORP,10000000.0,14.00,priced,ASC,140000000.0
2013-08-01,Nasdaq National Market,"SPROUTS FARMERS MARKET, INC.",18500000.0,18.00,priced,SFM,333000000.0
2013-10-01,Nasdaq National Market,FATE THERAPEUTICS INC,6666667.0,6.00,priced,FATE,40000002.0
2013-09-27,Nasdaq National Market,PATTERN ENERGY GROUP INC.,16000000.0,22.00,priced,PEGI,352000000.0
2013-09-27,Nasdaq National Market,ENZYMOTEC LTD.,4412000.0,14.00,priced,ENZY,61768000.0
2013-09-27,New York Stock Exchange,"RINGCENTRAL, INC.",7500000.0,13.00,priced,RNG,97500000.0
2013-09-27,New York Stock Exchange,VIOLIN MEMORY INC,18000000.0,9.00,priced,VMEM,162000000.0
2013-09-27,,STARPOINT GENERAL CORP,,,filed,,32000.0
2013-09-27,,"TRAVELSAFE, INC.",,,filed,,95000.0
2013-09-26,Nasdaq National Market,"APPLIED OPTOELECTRONICS, INC.",3600000.0,10.00,priced,AAOI,36000000.0
2013-09-26,Nasdaq National Market,MONTAGE TECHNOLOGY GROUP LTD,7100000.0,10.00,priced,MONT,71000000.0
2013-09-26,Nasdaq National Market,"PREMIER, INC.",28151958.0,27.00,priced,PINC,760102866.0
2013-09-26,Nasdaq National Market,COVISINT CORP,6400000.0,10.00,priced,COVS,64000000.0
2013-09-26,,"SUNCHIP TECHNOLOGY, INC.",,,filed,,30000.0
2013-09-26,,NUTRAFUELS INC,,,filed,,3399994.0
2013-09-25,,"SONANT SYSTEMS, INC.",,,withdrawn,,
2013-09-25,Nasdaq National Market,"IVERIC BIO, INC.",7600000.0,22.00,priced,OPHT,167200000.0
2013-09-25,Nasdaq National Market,"FOUNDATION MEDICINE, INC.",5888888.0,18.00,priced,FMI,105999984.0
2013-09-25,Nasdaq SmallCap Market,EVOKE PHARMA INC,2100000.0,12.00,priced,EVOK,25200000.0
2013-09-20,,BABYLON LTD,,,withdrawn,,
2013-09-20,Nasdaq National Market,"FIREEYE, INC.",15175000.0,20.00,priced,FEYE,303500000.0
2013-09-20,Nasdaq National Market,"DNIB UNWIND, INC.",4700000.0,15.00,priced,BIND,70500000.0
2013-09-20,Nasdaq National Market,ROCKET FUEL INC.,4000000.0,29.00,priced,FUEL,116000000.0
2013-09-20,New York Stock Exchange,"CLUBCORP HOLDINGS, INC.",18000000.0,14.00,priced,MYCC,252000000.0
2013-09-20,,AMERICAN RIDING TOURS INC,,,filed,,3000.0
2013-09-19,Nasdaq National Market,ACCELERON PHARMA INC,5580000.0,15.00,priced,XLRN,83700000.0
2013-09-19,,OVERTECH CORP.,,,filed,,100000.0
2013-09-18,Nasdaq National Market,"BENEFITFOCUS,INC.",4935000.0,26.50,priced,BNFT,130777500.0
2013-09-18,Nasdaq National Market,"FIVE PRIME THERAPEUTICS, INC.",4800000.0,13.00,priced,FPRX,62400000.0
2013-09-18,New York Stock Exchange,"CONTROLADORA VUELA COMPANIA DE AVIACION, S.A.B. DE C.V.",22646900.0,12.00,priced,VLRS,271762800.0
2013-09-17,Nasdaq SmallCap Market,ROI ACQUISITION CORP. II,12500000.0,10.00,priced,ROIQU,125000000.0
2013-09-16,,"BLEACH GROUP, INC.",,,withdrawn,,
2013-09-16,,"KNOWLEDGE MACHINE INTERNATIONAL, INC.",,,filed,,80000.0
2013-09-13,New York Stock Exchange,CINER RESOURCES LP,5000000.0,19.00,priced,OCIR,95000000.0
2013-09-13,,"STARBOARD RESOURCES, INC.",,,filed,,43268176.0
2013-09-13,,FUELS INC,,,filed,,102000.0
2013-09-13,,"IXIR PRODUCTIONS, INC.",,,filed,,50000.0
2013-09-12,,NEIMAN MARCUS GROUP LTD LLC,,,withdrawn,,
2013-09-11,,"BAYVIEW MORTGAGE CAPITAL, INC.",,,withdrawn,,
2013-09-11,,ACTIVE WITH ME INC.,,,filed,,72200.0
2013-09-11,,FANGMAX ARTIFACTS CORP.,,,filed,,76914039.0
2013-09-09,,WINHA INTERNATIONAL GROUP LTD,,,filed,,509250.0
2013-09-06,,MASONITE INTERNATIONAL CORP,,,withdrawn,,
2013-09-05,,"APPYEA, INC",,,filed,,349722.0
2013-09-05,,FALCONRIDGE OIL TECHNOLOGIES CORP.,,,filed,FROT,9730500.0
2013-09-04,,REXIT INC.,,,filed,,1000000.0
2013-11-01,,"AUTOGENOMICS, INC.",,,withdrawn,,
2013-11-01,Nasdaq National Market,QUNAR CAYMAN ISLANDS LTD.,11111000.0,15.00,priced,QUNR,166665000.0
2013-11-01,New York Stock Exchange,"CONTAINER STORE GROUP, INC.",12500000.0,18.00,priced,TCS,225000000.0
2013-11-01,,"TABACALERAYSIDRON, INC.",,,filed,,549000.0
2013-10-31,,GRUPO AVAL ACCIONES Y VALORES S.A.,,,withdrawn,,
2013-10-31,New York Stock Exchange,ESSENT GROUP LTD.,19710118.0,17.00,priced,ESNT,335072006.0
2013-10-31,New York Stock Exchange,"MARCUS & MILLICHAP, INC.",6000000.0,12.00,priced,MMI,72000000.0
2013-10-31,New York Stock Exchange,58.COM INC.,11000000.0,17.00,priced,WUBA,187000000.0
2013-10-31,,"ANPULO FOOD, INC.",,,filed,,3100000.0
2013-10-30,,GLOBEIMMUNE INC,,,withdrawn,,
2013-10-30,Nasdaq National Market,"SURGICAL CARE AFFILIATES, INC.",9777778.0,24.00,priced,SCAI,234666672.0
2013-10-30,Nasdaq National Market,CRITEO S.A.,8082580.0,31.00,priced,CRTO,250559980.0
2013-10-30,Nasdaq National Market,"VERACYTE, INC.",5000000.0,13.00,priced,VCYT,65000000.0
2013-10-30,New York Stock Exchange,BRIXMOR PROPERTY GROUP INC.,41250000.0,20.00,priced,BRX,825000000.0
2013-10-29,Nasdaq SmallCap Market,QUARTET MERGER CORP.,8400000.0,10.00,priced,QTETU,84000000.0
2013-10-25,Nasdaq National Market,"ENDURANCE INTERNATIONAL GROUP HOLDINGS, INC.",21051000.0,12.00,priced,EIGI,252612000.0
2013-10-25,Nasdaq National Market,AERIE PHARMACEUTICALS INC,6720000.0,10.00,priced,AERI,67200000.0
2013-10-25,Nasdaq National Market,"COMMSCOPE HOLDING COMPANY, INC.",38461537.0,15.00,priced,COMM,576923055.0
2013-10-25,New York Stock Exchange,SPRAGUE RESOURCES LP,8500000.0,18.00,priced,SRLP,153000000.0
2013-10-25,,UNIVERSAL MOVERS CORP,,,filed,,60000.0
2013-10-24,Nasdaq SmallCap Market,"STG GROUP, INC.",6000000.0,10.00,priced,GDEF,60000000.0
2013-10-18,,NOVALED AG,,,withdrawn,,
2013-10-18,New York Stock Exchange,VOXELJET AG,6500000.0,13.00,priced,VJET,84500000.0
2013-10-16,New York Stock Exchange,VEEVA SYSTEMS INC,13045000.0,20.00,priced,VEEV,260900000.0
2013-10-16,New York Stock Exchange,"ONEMAIN HOLDINGS, INC.",21045148.0,17.00,priced,LEAF,357767516.0
2013-10-16,New York Stock Exchange,PLAINS GP HOLDINGS LP,128000000.0,22.00,priced,PAGP,2816000000.0
2013-10-15,,BRISTA CORP.,,,filed,,90000.0
2013-10-10,Nasdaq National Market,MACROGENICS INC,5000000.0,16.00,priced,MGNX,80000000.0
2013-10-10,New York Stock Exchange,STONEGATE MORTGAGE CORP,7100000.0,16.00,priced,SGM,113600000.0
2013-10-10,New York Stock Exchange,"WESTERN REFINING LOGISTICS, LP",13750000.0,22.00,priced,WNRL,302500000.0
2013-10-10,New York Stock Exchange,ANTERO RESOURCES CORP,35725000.0,44.00,priced,AR,1571900000.0
2013-10-10,,"BG STAFFING, INC.",,,filed,,2294.0
2013-10-09,New York Stock Exchange,"QTS REALTY TRUST, INC.",12250000.0,21.00,priced,QTS,257250000.0
2013-10-09,Nasdaq National Market,LDR HOLDING CORP,5000000.0,15.00,priced,LDRH,75000000.0
2013-10-09,Nasdaq National Market,"SFX ENTERTAINMENT, INC",20000000.0,13.00,priced,SFXE,260000000.0
2013-10-09,Nasdaq National Market,"SFX ENTERTAINMENT, INC",26197277.0,,expected,SFXE,300000000.0
2013-10-08,,"ADM ENDEAVORS, INC.",,,filed,,2000000.0
2013-10-04,,TECOGEN INC.,,,withdrawn,,
2013-10-04,Nasdaq National Market,POTBELLY CORP,7500000.0,14.00,priced,PBPB,105000000.0
2013-10-04,New York Stock Exchange,OCI PARTNERS LP,17500000.0,18.00,priced,OCIP,315000000.0
2013-10-04,New York Stock Exchange,CHERRY HILL MORTGAGE INVESTMENT CORP,6500000.0,20.00,priced,CHMI,130000000.0
2013-10-04,,"ABENGOA, S.A.",,,filed,ABGB,609000000.0
2013-10-03,,"SPACEPATH, INC.",,,filed,,80000.0
2013-10-02,New York Stock Exchange,"RE/MAX HOLDINGS, INC.",10000000.0,22.00,priced,RMAX,220000000.0
2013-10-02,New York Stock Exchange,"BURLINGTON STORES, INC.",13333333.0,17.00,priced,BURL,226666661.0
2013-10-02,New York Stock Exchange,"EMPIRE STATE REALTY TRUST, INC.",71500000.0,13.00,priced,ESRT,929500000.0
2013-10-01,Nasdaq National Market,FATE THERAPEUTICS INC,6666667.0,6.00,priced,FATE,40000002.0
2013-11-29,,"CYMABAY THERAPEUTICS, INC.",,,filed,CMBY,57282465.0
2013-11-27,,INSTRIDE INC,,,filed,,100000.0
2013-11-27,,COMMITTED CAPITAL ACQUISITION CORP II,,,filed,,35000000.0
2013-11-27,,"NGFC EQUITIES, INC.",,,filed,,1500000.0
2013-11-25,,IWATT INC,,,withdrawn,,
2013-11-22,,LOGICNOW S.A.,,,withdrawn,,
2013-11-22,Nasdaq National Market,OXFORD IMMUNOTEC GLOBAL PLC,5360000.0,12.00,priced,OXFD,64320000.0
2013-11-22,New York Stock Exchange,500.COM LTD,5786000.0,13.00,priced,WBAI,75218000.0
2013-11-22,Nasdaq National Market,SUNGY MOBILE LTD,7000000.0,11.22,priced,GOMO,78540000.0
2013-11-22,New York Stock Exchange,VINCE HOLDING CORP.,10000000.0,20.00,priced,VNCE,200000000.0
2013-11-22,Nasdaq SmallCap Market,IDEAL POWER INC.,3000000.0,5.00,priced,IPWR,15000000.0
2013-11-21,New York Stock Exchange,NAVIGATOR HOLDINGS LTD.,12000000.0,19.00,priced,NVGS,228000000.0
2013-11-21,New York Stock Exchange,EVOGENE LTD.,5000000.0,14.75,priced,EVGN,73750000.0
2013-11-21,,STARK NAKED BOBBERS,,,filed,,30000.0
2013-11-19,,ELECTRIC VEHICLE RESEARCH CORP,,,filed,,59100.0
2013-11-19,,"OURNETT HOLDINGS, INC.",,,filed,,30000.0
2013-11-18,,"BALLY, CORP.",,,filed,,60000.0
2013-11-18,,"TOA HOLDINGS, INC.",,,filed,,44000000.0
2013-11-18,,"KM WEDDING EVENTS MANAGEMENT, INC.",,,filed,,2373798.0
2013-11-15,Nasdaq National Market,"ZULILY, INC.",11500000.0,22.00,priced,ZU,253000000.0
2013-11-15,Nasdaq National Market,RELYPSA INC,6850000.0,11.00,priced,RLYP,75350000.0
2013-11-14,Nasdaq SmallCap Market,"DEL TACO RESTAURANTS, INC.",15000000.0,10.00,priced,LEVYU,150000000.0
2013-11-14,Nasdaq National Market,TANDEM DIABETES CARE INC,8000000.0,15.00,priced,TNDM,120000000.0
2013-11-14,Nasdaq National Market,HOUGHTON MIFFLIN HARCOURT CO,18250000.0,12.00,priced,HMHC,219000000.0
2013-11-13,,COMMITTED CAPITAL ACQUISITION CORP II,,,withdrawn,,
2013-11-13,,COMMITTED CAPITAL ACQUISITION CORP III,,,withdrawn,,
2013-11-13,Nasdaq National Market,DYNAGAS LNG PARTNERS LP,12500000.0,18.00,priced,DLNG,225000000.0
2013-11-13,New York Stock Exchange,"CHEGG, INC",15000000.0,12.50,priced,CHGG,187500000.0
2013-11-13,New York Stock Exchange,"ESH HOSPITALITY, INC.",28250000.0,20.00,priced,STAY,565000000.0
2013-11-13,New York Stock Exchange,EROS INTERNATIONAL PLC,5000000.0,11.00,priced,EROS,55000000.0
2013-11-12,,"MERION, INC.",,,withdrawn,,
2013-11-12,,I IN THE SKY INC.,,,filed,,90000.0
2013-11-12,,CHARGER MINERALS CORP,,,filed,,83500.0
2013-11-08,New York Stock Exchange,J.G. WENTWORTH CO,9750000.0,14.00,priced,JGW,136500000.0
2013-11-08,Nasdaq National Market,"NMI HOLDINGS, INC.",2103395.0,13.00,priced,NMIH,27344135.0
2013-11-08,OTCBB,"NMI HOLDINGS, INC.",50096361.0,10.45-12.80,priced,NMIH,641233420.8
2013-11-08,,"ATACAMA RESOURCES INTERNATIONAL, INC.",,,filed,,30875.0
2013-11-07,New York Stock Exchange,"TWITTER, INC.",70000000.0,26.00,priced,TWTR,1820000000.0
2013-11-07,New York Stock Exchange,MAVENIR SYSTEMS INC,5450000.0,10.00,priced,MVNR,54500000.0
2013-11-07,New York Stock Exchange,"NORCRAFT COMPANIES, INC.",6397073.0,16.00,priced,NCFT,102353168.0
2013-11-07,Nasdaq National Market,"LGI HOMES, INC.",9000000.0,11.00,priced,LGIH,99000000.0
2013-11-07,New York Stock Exchange,"MIDCOAST ENERGY PARTNERS, L.P.",18500000.0,18.00,priced,MEP,333000000.0
2013-11-07,,SWIFT START CORP.,,,filed,,102000.0
2013-11-07,,HALTON UNIVERSAL BRANDS INC.,,,filed,,400000.0
2013-11-07,,INTERNATIONAL PRECIOUS METALS INC,,,filed,,200000.0
2013-11-06,,TWOADAY OIL INC,,,withdrawn,,
2013-11-06,Nasdaq National Market,WIX.COM LTD.,7700000.0,16.50,priced,WIX,127050000.0
2013-11-06,New York Stock Exchange,BARRACUDA NETWORKS INC,4140000.0,18.00,priced,CUDA,74520000.0
2013-11-06,New York Stock Exchange,ZENITH ENERGY LOGISTICS PARTNERS LP,6000000.0,19.00,priced,ARCX,114000000.0
2013-11-06,Nasdaq National Market,KARYOPHARM THERAPEUTICS INC.,6800000.0,16.00,priced,KPTI,108800000.0
2013-11-06,New York Stock Exchange,BLUE CAPITAL REINSURANCE HOLDINGS LTD.,6250000.0,20.00,priced,BCRH,125000000.0
2013-11-06,New York Stock Exchange,AVIANCA HOLDINGS S.A.,27234910.0,15.00,priced,AVH,408523650.0
2013-11-06,OTCBB,DARIOHEALTH CORP.,9430162.0,2.30,priced,DRIO,21689373.0
2013-11-06,,"PREMIER PACIFIC CONSTRUCTION, INC.",,,filed,,28600.0
2013-11-06,,DIAMOND TECHNOLOGY ENTERPRISES INC.,,,filed,,8987820.0
2013-11-05,,"MAPLE TREE KIDS, INC.",,,filed,,100000.0
2013-11-01,,"AUTOGENOMICS, INC.",,,withdrawn,,
2013-11-01,Nasdaq National Market,QUNAR CAYMAN ISLANDS LTD.,11111000.0,15.00,priced,QUNR,166665000.0
2013-11-01,New York Stock Exchange,"CONTAINER STORE GROUP, INC.",12500000.0,18.00,priced,TCS,225000000.0
2013-11-01,,"TABACALERAYSIDRON, INC.",,,filed,,549000.0
2013-12-31,,ISHARES COPPER TRUST,,,withdrawn,,
2013-12-31,,"ROYAL BAKERY HOLDINGS, INC.",,,filed,,1366333.0
2013-12-31,,"ASTA HOLDINGS, CORP.",,,filed,,60000.0
2013-12-30,,UNITED STATES COMMODITY FUNDS TRUST I,,,withdrawn,,
2013-12-30,,UNITED STATES COMMODITY FUNDS TRUST I,,,withdrawn,,
2013-12-30,,UNITED STATES COMMODITY FUNDS TRUST I,,,withdrawn,,
2013-12-30,,UNITED STATES COMMODITY FUNDS TRUST I,,,withdrawn,,
2013-12-26,,FOCUS UNIVERSAL INC.,,,filed,,375000.0
2013-12-24,,"IBV, INC.",,,filed,,75000.0
2013-12-23,,AMERICAN PETROLEUM TANKERS PARTNERS LP,,,withdrawn,,
2013-12-23,,"PRINCIPAL SOLAR, INC.",,,filed,,24938492.5
2013-12-20,,MICHAELS STORES INC,,,withdrawn,,
2013-12-20,,"BLING MARKETING, INC.",,,filed,,250000.0
2013-12-18,Nasdaq SmallCap Market,ABILITY INC,7000000.0,10.00,priced,CAMBU,70000000.0
2013-12-18,New York Stock Exchange,"AMC ENTERTAINMENT HOLDINGS, INC.",18421053.0,18.00,priced,AMC,331578954.0
2013-12-18,,POCKET GAMES INC.,,,filed,,1630000.0
2013-12-17,,ADAIAH DISTRIBUTION INC,,,filed,,80000.0
2013-12-16,,KETDARINA CORP,,,filed,,46200.0
2013-12-16,,"ASIYA PEARLS, INC.",,,filed,,50000.0
2013-12-13,,REXIT INC.,,,withdrawn,,
2013-12-13,New York Stock Exchange,NIMBLE STORAGE INC,8000000.0,21.00,priced,NMBL,168000000.0
2013-12-13,American Stock Exchange,"CHENIERE ENERGY PARTNERS LP HOLDINGS, LLC",36000000.0,20.00,priced,CQH,720000000.0
2013-12-13,New York Stock Exchange,FIDELITY & GUARANTY LIFE,9750000.0,17.00,priced,FGL,165750000.0
2013-12-12,Nasdaq SmallCap Market,"KINDRED BIOSCIENCES, INC.",7500000.0,7.00,priced,KIN,52500000.0
2013-12-12,New York Stock Exchange,SCORPIO BULKERS INC.,31300000.0,9.75,priced,SALT,305175000.0
2013-12-12,Nasdaq National Market,TETRALOGIC PHARMACEUTICALS CORP,7150000.0,7.00,priced,TLOG,50050000.0
2013-12-12,New York Stock Exchange,ARAMARK,36250000.0,20.00,priced,ARMK,725000000.0
2013-12-12,New York Stock Exchange,HILTON WORLDWIDE HOLDINGS INC.,117640624.0,20.00,priced,HLT,2352812480.0
2013-12-12,New York Stock Exchange,"CATCHMARK TIMBER TRUST, INC.",10526316.0,13.50,priced,CTT,142105266.0
2013-12-11,New York Stock Exchange,AUTOHOME INC.,7820000.0,17.00,priced,ATHM,132940000.0
2013-12-11,New York Stock Exchange,VALERO ENERGY PARTNERS LP,15000000.0,23.00,priced,VLP,345000000.0
2013-12-06,,PERKO WORLDWIDE CORP,,,filed,,375000000.0
2013-12-05,Nasdaq National Market,KOFAX LTD,2000000.0,5.85,priced,KFX,11700000.0
2013-12-04,,HYPERVIEW LTD.,,,withdrawn,,
2013-12-04,,COMPLIANCE & RISK MANAGEMENT SOLUTIONS INC.,,,filed,,180960.0
2013-12-03,Nasdaq National Market,XENCOR INC,12730000.0,5.50,priced,XNCR,70015000.0
2014-01-31,,APTALIS HOLDINGS INC.,,,withdrawn,,
2014-01-31,Nasdaq National Market,"MALIBU BOATS, INC.",7142858.0,14.00,priced,MBUU,100000012.0
2014-01-31,Nasdaq National Market,"CARA THERAPEUTICS, INC.",5000000.0,11.00,priced,CARA,55000000.0
2014-01-31,Nasdaq National Market,ULTRAGENYX PHARMACEUTICAL INC.,5760369.0,21.00,priced,RARE,120967749.0
2014-01-31,New York Stock Exchange,"INTRAWEST RESORTS HOLDINGS, INC.",15625000.0,12.00,priced,SNOW,187500000.0
2014-01-31,Nasdaq National Market,TREVENA INC,9250000.0,7.00,priced,TRVN,64750000.0
2014-01-31,New York Stock Exchange,NEW HOME CO INC.,7812500.0,11.00,priced,NWHM,85937500.0
2014-01-31,,CANSO ENTERPRISES LTD.,,,filed,,247500.0
2014-01-30,Nasdaq National Market,DICERNA PHARMACEUTICALS INC,6000000.0,15.00,priced,DRNA,90000000.0
2014-01-30,Nasdaq National Market,"EIGER BIOPHARMACEUTICALS, INC.",5500000.0,8.00,priced,CLDN,44000000.0
2014-01-30,,FORMOUS CORP.,,,filed,,50000.0
2014-01-30,,"ADRENALINE VENTURES, INC.",,,filed,,60000.0
2014-01-29,New York Stock Exchange,NORTH ATLANTIC DRILLING LTD.,13513514.0,9.25,priced,NADL,125000005.0
2014-01-29,,"DICO, INC.",,,filed,,200000.0
2014-01-29,,GUATE TOURISM INC.,,,filed,,80000.0
2014-01-28,,TEXAS JACK OIL,,,filed,,508400.0
2014-01-28,,PRIVOZ,,,filed,,115500.0
2014-01-27,,UNITED STATES CURRENCY FUNDS TRUST,,,withdrawn,,
2014-01-27,,GREENPRO CAPITAL CORP.,,,filed,,500000.0
2014-01-27,,PANOPLY GROUP CORP.,,,filed,,100000.0
2014-01-24,New York Stock Exchange,CARE.COM INC,5350000.0,17.00,priced,CRCM,90950000.0
2014-01-24,New York Stock Exchange,"EQT RE, LLC",44000000.0,21.00,priced,RICE,924000000.0
2014-01-24,,SARVIK CORP,,,filed,,100000.0
2014-01-23,Nasdaq SmallCap Market,"AKERS BIOSCIENCES, INC.",2727000.0,5.50,priced,AKER,14998500.0
2014-01-23,New York Stock Exchange,SANTANDER CONSUMER USA HOLDINGS INC.,74991470.0,24.00,priced,SC,1799795280.0
2014-01-23,,MIRAX CORP,,,filed,,90000.0
2014-01-23,,MAXIMA GROUP INC.,,,filed,,100000.0
2014-01-22,,FCA US LLC,,,withdrawn,,
2014-01-21,,TROPIC INTERNATIONAL INC.,,,filed,,246638.3
2014-01-21,,"MATINAS BIOPHARMA HOLDINGS, INC.",,,filed,,25422500.0
2014-01-21,,"DANLAX, CORP.",,,filed,,90000.0
2014-01-17,Nasdaq SmallCap Market,BLUE BIRD CORP,10000000.0,10.00,priced,HCACU,100000000.0
2014-01-17,New York Stock Exchange,"RSP PERMIAN, INC.",20000000.0,19.50,priced,RSPP,390000000.0
2014-01-17,New York Stock Exchange,EP ENERGY CORP,35200000.0,20.00,priced,EPE,704000000.0
2014-01-17,New York Stock Exchange,CHC GROUP LTD.,31000000.0,10.00,priced,HELI,310000000.0
2014-01-16,,LUXURIOUS TRAVEL CORP.,,,filed,,6020000.0
2014-01-15,New York Stock Exchange,"CYPRESS ENVIRONMENTAL PARTNERS, L.P.",3750000.0,20.00,priced,CELP,75000000.0
2014-01-14,,"AUTOVATIVE TECHNOLOGIES, INC.",,,filed,,469298.0
2014-01-13,,"NIGHTFOOD HOLDINGS, INC.",,,filed,,726570.0
2014-01-10,,"MOBILE VAULT, INC.",,,withdrawn,,
2014-01-10,,GCT SEMICONDUCTOR INC,,,withdrawn,,
2014-01-10,Nasdaq National Market,"RETROPHIN, INC.",4705882.0,8.50,priced,RTRX,39999997.0
2014-01-10,Nasdaq National Market,GLYCOMIMETICS INC,7000000.0,8.00,priced,GLYC,56000000.0
2014-01-08,,MYRIANT CORP,,,withdrawn,,
2014-01-07,,LEGALZOOM COM INC,,,withdrawn,,
2014-01-06,,ZHEN DING RESOURCES INC.,,,filed,,663903.0
2014-01-03,,"STRIP DEVELOPMENT, INC",,,filed,TSDI,10000000.0
2014-01-02,,NCM FINANCIAL,,,filed,,30368750.0
2014-02-28,Nasdaq National Market,VARONIS SYSTEMS INC,4800000.0,22.00,priced,VRNS,105600000.0
2014-02-27,Nasdaq National Market,LUMENIS LTD,6250000.0,12.00,priced,LMNS,75000000.0
2014-02-27,,ZUBRA INC.,,,filed,,100000.0
2014-02-27,,"SDMS, INC",,,filed,,651229.25
2014-02-26,,MERECOT CORP.,,,filed,,100000.0
2014-02-25,,ARROW CARS INTERNATIONAL INC,,,withdrawn,,
2014-02-24,,"ETRE REIT, LLC",,,filed,ESSF,189750000.0
2014-02-21,Nasdaq SmallCap Market,"SEMLER SCIENTIFIC, INC.",1430000.0,7.00,priced,SMLR,10010000.0
2014-02-21,,KANGE CORP,,,filed,,50400.0
2014-02-21,,ROMULUS CORP.,,,filed,,80000.0
2014-02-20,,LUCKWEL PHARMACEUTICALS INC.,,,withdrawn,,
2014-02-20,,LION PRINT CORP,,,filed,,100000.0
2014-02-14,Nasdaq National Market,INOGEN INC,4411763.0,16.00,priced,INGN,70588208.0
2014-02-14,,STALWART TANKERS INC.,,,filed,STST,186875000.0
2014-02-14,,"DANDRIT BIOTECH USA, INC.",,,filed,,12000000.0
2014-02-14,,PRESTON CORP.,,,filed,,2377620.0
2014-02-14,,"NEW HORIZON EQUITY GROUP, INC.",,,filed,,5500000.0
2014-02-14,,AMERICAN XANTHAN CORP,,,filed,,100000.0
2014-02-13,,"AUDEO ONCOLOGY, INC.",,,withdrawn,,
2014-02-13,New York Stock Exchange,"INSTALLED BUILDING PRODUCTS, INC.",7450000.0,11.00,priced,IBP,81950000.0
2014-02-13,Nasdaq SmallCap Market,"AGROFRESH SOLUTIONS, INC.",21000000.0,10.00,priced,BLVDU,210000000.0
2014-02-13,Nasdaq National Market,"CONCERT PHARMACEUTICALS, INC.",6000000.0,14.00,priced,CNCE,84000000.0
2014-02-13,Nasdaq SmallCap Market,"SINTX TECHNOLOGIES, INC.",3500000.0,5.75,priced,AMDA,20125000.0
2014-02-13,,ID GLOBAL SOLUTIONS CORP,,,filed,,30344392.2
2014-02-12,Nasdaq National Market,FLEXION THERAPEUTICS INC,5000000.0,13.00,priced,FLXN,65000000.0
2014-02-12,Nasdaq SmallCap Market,"TALMER BANCORP, INC.",15555555.0,13.00,priced,TLMR,202222215.0
2014-02-12,Nasdaq National Market,"EAGLE PHARMACEUTICALS, INC.",3350000.0,15.00,priced,EGRX,50250000.0
2014-02-11,Nasdaq SmallCap Market,"NEPHROGENEX, INC.",3100000.0,12.00,priced,NRX,37200000.0
2014-02-11,,"E-WORLD USA HOLDING,INC",,,filed,,1062854.0
2014-02-07,Nasdaq National Market,ARGOS THERAPEUTICS INC,5625000.0,8.00,priced,ARGS,45000000.0
2014-02-07,New York Stock Exchange,GEOPARK LTD,13500000.0,7.00,priced,GPRK,94500000.0
2014-02-07,,"RX SAFES, INC.",,,filed,,2500000.0
2014-02-07,,1847 HOLDINGS LLC,,,filed,,500000.0
